 appl, day , from, game, goog, grea, home, love, m at, miss, nice, not , phot, play, post, rt @, seo , that, the , with, you ,ball ,beaut,brand,creat,data ,e at ,earch,ebook,from ,game ,googl,great,iday ,ing m,just ,like ,love ,nice ,o to ,ogle ,ove t,phone,publi,start,that ,tics ,ve th,women,work ,author
0.022035554712614317,0.046622644713905384,0.04015843388659522,0.005000763392830752,0.0,0.07723763745506156,0.0030565258207954924,0.11015214566913556,0.0,0.01402679756566143,0.003428283829142213,0.012195416440272874,0.023903311842126962,0.003132450146530845,0.0,0.0055756186302008785,0.0,0.021172660793799758,0.33762328907594186,0.18642919887138096,0.13866530962648918,0.002070013945027577,0.3064664876369353,0.003668010522986912,0.07332182764406832,0.0,0.013521658939265836,0.004828390154617973,0.0,0.04006374078978741,0.0052491823147733105,0.0016378381690362422,0.0809175404686044,0.010026814379518866,0.01626055525369717,0.0159927271788749,0.024161697578701347,0.10282400346019807,0.003410825540069141,0.006551352676144969,0.0016585373872533276,0.04205500551775932,0.0,0.0,0.004173018527116137,0.021273175137206914,0.0495181420603233,0.04155991762168873,0.003839238260806004,0.043224259692951926,0
0.0,0.026975005890624286,0.04459607961666463,0.0027326081894312113,0.018984207901410283,0.06664041511340021,0.005010607481102474,0.03428620697854936,0.06448634215558538,0.007664778132548901,0.014050089553285627,0.035541554727146776,0.010449346319878546,0.0077026070080620564,0.027363561215138648,0.03960750372120665,0.034926258882784764,0.060740141873276685,0.3961685695361346,0.06860769868435095,0.11466385837587033,0.0,0.0,0.006013023296645177,0.007211852665308591,0.006310891157315703,0.012314585144175308,0.018468918061661347,0.005224673159939273,0.044490922605404784,0.0028683537800910488,0.01879452445237525,0.06632465377290349,0.0,0.035541554727146776,0.12890079852888633,0.027959028858719426,0.03511685264996975,0.013978540481753472,0.008054796193875106,0.01631318757470239,0.013257958772834168,0.0,0.0,0.01824237414342577,0.06102849748140308,0.009019534944967766,0.019465651654235645,0.0,0.020571724187129613,0
0.0,0.03161891219894758,0.034849038440351095,0.019218256803965644,0.0,0.1406033198750067,0.017619639304334817,0.005358503954786256,0.0,0.0059895432529936034,0.006587558123605028,0.01562259109722297,0.018372394347065103,0.0,0.0,0.014284975080643943,0.0,0.035598457709888336,0.5053452649907013,0.07798198159794502,0.1461937349896335,0.0,0.0,0.0,0.011271220830163388,0.0,0.0,0.006185271770987261,0.0,0.03476686483318279,0.01344863118042779,0.0,0.1295713899485454,0.012844565154961915,0.010415060731481978,0.020487027931242692,0.010924113507595251,0.005488323450950325,0.006554011457185539,0.006294317899743251,0.0,0.0062161578177258175,0.0,0.0,0.005345726602248962,0.035767456572991296,0.007048200709862758,0.005704194588929628,0.2655799322167596,0.010717007909572512,0
0.02401250892641865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019348093874078674,0.0,0.0,0.0,0.027979642719182442,0.0,0.02936567365702005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06201788729377579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02407186922593488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.025302817938525943,0.0,0.03231364463191592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03630158792450035,0.0,0.0,0.0,0.07431417657862371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025243154202750556,0.0,0.03199077819490126,0.0,0.0,0.02646719652981436,0.31237505486394285,0.0,0.0,0.0,0.0,0.032395081935838184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385573562533864,0.060959948965830665,0.0,0.0,0.0,0.2926377301302667,0.0,0.05953137675760242,0.18652886604155952,0.0,0.11041036541412133,0.0,0.0,0.0,0.032985551611449886,0.043297104567576274,0.0,0.0,0.0,0.0,0.0,0.036841004371989436,0.0,0.0,0.0,0.0,0.031969732058643084,0.0,0.03836100568706427,0.0,0.03730660592118348,0.0,0.0,0.0,0.0,0.05981399391683386,0.0,0.0,0.0,0.03136363157533808,0
0.013289462301508063,0.023155781440861955,0.13125255836478114,0.0,0.0,0.05720521039925142,0.025807119121041618,0.07063640335358498,0.0,0.0,0.0,0.022882084159700573,0.040364495657139725,0.0,0.023489323617224,0.0,0.0,0.0893834063984433,0.30006839033905536,0.05353996222000712,0.14505372145633935,0.0,0.07522046362857708,0.0,0.012381541993258758,0.0,0.0507409877050702,0.0,0.013454831885713244,0.1309430664346275,0.0,0.0,0.05693415575638455,0.0,0.045764168319401145,0.10127336711034103,0.01200024133778374,0.060289748825321524,0.0,0.013828734716301644,0.0,0.04097104664168676,0.0,0.013759687003847635,0.035233985425835994,0.08980774203075388,0.0,0.03759666813636253,0.0,0.035318201676792484,0
0.015456269120095581,0.15754788206393106,0.0941359505927305,0.0,0.009747474260915495,0.015967763455450302,0.010505212269300904,0.0465536252141181,0.00257527071696508,0.02601798507161281,0.016832766282517182,0.046572643411730036,0.004694580515141562,0.0030760464323272424,0.04917453680756802,0.009125370978604459,0.0,0.08186621759758073,0.4094858685731737,0.13076593292885708,0.2084703062022432,0.002032740734125205,0.0034993973504848738,0.010805890106952008,0.001440031513899967,0.0,0.013278184422292729,0.004741448902369737,0.029732343262563226,0.0939139791705444,0.0,0.009650080967142451,0.01589210362672853,0.04923134472528594,0.014637116500829444,0.036644435246501114,0.022330951295368332,0.033657509213316145,0.015072341966712453,0.0016083468278570753,0.009772039983318614,0.014295375734367469,0.003098895580798332,0.009601897526687,0.04917453680756802,0.08225486639279772,0.012606871791444006,0.018948233064056543,0.003770107935503983,0.01506146698103821,0
0.0062120385757676545,0.023451913201216416,0.04601461315167499,0.008771865835026137,0.004352903713526014,0.07487215839765328,0.012063303681680886,0.06970539680305814,0.006900190860001871,0.008201493563792609,0.02255089130746864,0.04100142007490536,0.008385785449978622,0.0020604928384286058,0.020129763872332646,0.2371703952353846,0.004671490199730939,0.05744951070832657,0.27429452649529484,0.0667380521719749,0.1662813509119067,0.002723266905875828,0.01172037441261069,0.02412778834569993,0.015433705240957697,0.005064601901722776,0.023718414322954167,0.014821633776621473,0.014675124537462591,0.04590611125565856,0.009207618795721292,0.004309411048781353,0.07629161633967928,0.015389577677070415,0.021392045256472363,0.01928638823992148,0.04300543015721117,0.0507274129285676,0.02243605251379742,0.004309411048781353,0.004363873962988764,0.025535392022480063,0.016606386910595843,0.006431840846464551,0.047579441880058984,0.055973085566130586,0.0072383365037099814,0.023432295200979458,0.010101642575442623,0.009171762737244493,0
0.0,0.025226810410519447,0.05243027183286445,0.006133232133526131,0.006087044519842094,0.04985726785930738,0.0056230561941594676,0.05130269978961928,0.0,0.0,0.03153487611594544,0.019942907143722956,0.05276958491905658,0.005762733322750661,0.030708221102003413,0.00683826861236031,0.0,0.04868888257601391,0.32690619457631725,0.055995379839351614,0.189632610233334,0.0,0.026223393131198626,0.0,0.021582294737167596,0.0,0.005527920878625532,0.00592182339439598,0.0,0.05230664189200695,0.0,0.00602622493732648,0.04962102986910325,0.012297478468493564,0.034900087501515166,0.08336131451479087,0.026147060843693982,0.03152736055379059,0.031374287025148516,0.01205244987465296,0.00610238517547526,0.0,0.01161107884426856,0.0,0.0051180368503339025,0.04892002646062143,0.0,0.0,0.0,0.010260539957923856,0
