 account , against , android , apprecia, basketba, building, can t wa, colorado, engineer, english , entrepre, governme, holiday , i think , love the, opportun, playing , problem , publishe, reading , research, so much , startup , that the, the same, what you, without ,actually ,beautiful,big data ,children ,eautiful ,eck out t,facebook ,football ,giveaway ,microsoft,n t wait ,ne of the,ocialmedi,one of th,opportuni,ournalist,r busines,s of the ,s on the ,software ,thank you,what you ,with the ,author
0.0017324978500846946,0.0,0.0,0.0,0.0,0.0014796534213458294,0.009059250397228644,0.0,0.0,0.0,0.0,0.0,0.001606413013280215,0.01401751301920772,0.031917835422784264,0.0,0.0016448371883314385,0.0,0.0,0.001428242868659503,0.0046419953766196785,0.0,0.0,0.0015561680337484313,0.0029593068426916587,0.008757147634928467,0.0053621580845432705,0.0014715467884250052,0.021539401423854774,0.0,0.0,0.02037774602805316,0.0034116008960185093,0.0,0.0,0.0,0.0019530160082380274,0.008913425808454094,0.0,0.0,0.0,0.0,0.0,0.0,0.004261777377136768,0.00945726643365852,0.0,0.021504403095503482,0.007439175583751187,0.0159441267741288,0
0.0,0.011185916980851964,0.0,0.0,0.0,0.020365589746152147,0.006234465934252832,0.0,0.0,0.0,0.0,0.0,0.0,0.03376338686893527,0.011560771640101756,0.005543785370574651,0.0,0.0,0.0,0.014743490553955503,0.01597282378426575,0.01073999366877378,0.0,0.0,0.015274192309614113,0.0,0.004612714966239123,0.010127006011337768,0.0,0.0,0.0,0.0,0.00586955560197356,0.008611130596159406,0.0,0.009554427761002916,0.0,0.006134111225946117,0.0,0.0,0.0,0.0055275694833977155,0.0,0.013785179789193757,0.0,0.004648839806707709,0.006625923564785581,0.004624708952753525,0.0,0.033761704969158736,0
0.0,0.027885651876500973,0.0,0.0,0.0,0.0,0.0,0.10696666037506808,0.03326908589800348,0.0,0.1416452205712706,0.0,0.05511926419659846,0.024048454447816225,0.0,0.0,0.0,0.02443717665404557,0.0,0.0,0.02654603428550301,0.05354799702445847,0.0,0.026697628902835214,0.0,0.0,0.04599660947752656,0.0,0.0,0.0,0.0,0.0,0.058529447149154375,0.0,0.0,0.0,0.033505955332883065,0.0,0.023545193778886468,0.0,0.023178417773237883,0.0,0.0,0.06873083812698852,0.0,0.023178417773237883,0.0,0.02305810495596936,0.0,0.0631240482880413,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5523477485847498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08378434005022753,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04033275142110715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.060938605113756275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059088046861594634,0.0,0.0,0.0,0.0,0.0,0.0,0.054892983699498916,0.0,0.0,0.0,0.0,0.0,0.0,0.20203293222992827,0.0,0.19118918360205814,0.2047896036764392,0.0,0.04401219088457837,0.0,0.0,0.0,0.0,0.0,0.0,0.0475211989133926,0.0,0.0,0.0,0.0,0.0,0.0,0.04727452938757839,0.0,0.0,0
0.010684277203798291,0.04009562924160965,0.0,0.011321928654920991,0.0,0.0,0.03352092211758147,0.0,0.0,0.0,0.0,0.0,0.25757458247796816,0.07780113280831533,0.020719643021752998,0.019871554848308104,0.0,0.008784302220831531,0.03626185571259651,0.03523177295108382,0.00954236208337962,0.02887292152294275,0.0,0.03838741998426185,0.03649996406849117,0.01800171408420283,0.03306831427412603,0.009074997585205236,0.008855535207161605,0.0,0.0,0.0,0.04207853958376511,0.0,0.013346669825616428,0.17123799227934994,0.0,0.02198756256311841,0.025390997609481308,0.0,0.04165911422650121,0.01981342942138217,0.0,0.0,0.017521526650467766,0.04165911422650121,0.0,0.049731447811756,0.018350894715543832,0.030254488910593014,0
0.0,0.0,0.0,0.0191172654119972,0.0,0.01540769956014566,0.06603407557667786,0.0,0.0,0.01058522051698277,0.05373330317344602,0.0,0.02509147958677101,0.021894751777474238,0.04373182862229535,0.0,0.0,0.014832440844064366,0.02040958276980333,0.022308538643337046,0.00805621878415819,0.056877811274931925,0.044350398568661326,0.0,0.0077038497800728314,0.04559429181736819,0.006979550039284081,0.0,0.03738179732456886,0.0,0.0,0.037891859383098116,0.008881289507844031,0.039088790873007775,0.011268037328238409,0.0,0.0,0.06497114084214149,0.014291041016374963,0.0,0.02110263280498361,0.0,0.012352494723239392,0.0,0.0,0.028136843739978143,0.0,0.06297928445656205,0.03873223983267501,0.006385651155785446,0
0.012865572660087535,0.0,0.0,0.0,0.0,0.0,0.0,0.023150408383469583,0.0,0.0,0.0,0.0,0.011929263487083936,0.0,0.0,0.0,0.012214602378558622,0.010577699954293512,0.0,0.010606167506696998,0.0,0.0,0.0,0.0,0.0,0.010838466474554656,0.009954880239562022,0.010927743505294879,0.031990427469777184,0.0,0.0,0.032426926098957344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010032842668016878,0.0,0.0,0.0,0.010549355372262065,0.0,0.0,0.009980764930079359,0.011048701041588156,0.01821561337039583,0
